"Program Highlights (Property, Plant and Equipment)",,,,,
●,$935.9 million to continue progress on environmental approvals and procurement for,,,,
,"exploratory works and main works for the 2-gigawatt, 24-hour Borumba Pumped Hydro",,,,
,Energy Storage project.,,,,
●,$38.5 million for early works for the Pioneer-Burdekin Pumped Hydro Energy Storage,,,,
,project.,,,,
Stanwell Corporation Limited,,,,,
Total capital expenditure planned for 2024-25 is $1.568 billion. This reflects Stanwell's,,,,,
"commitment to delivering a balanced portfolio for the future, through investment in the reliability",,,,,
"and efficiency of its generation plant, along with new renewable generation and energy storage.",,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,$424 million for the 436.5-megawatt Tarong West Wind Farm.,,,,
●,"$376.7 million for Stage 1 and Stage 2 of the Wambo Wind Farm, with a combined capacity",,,,
,of 506-megawatts.,,,,
●,"$369.9 million for the 300-megawatt, 4-hour Central Renewable Energy Zone Battery.",,,,
●,$131.4 million to replace and refurbish existing infrastructure at Tarong Power Station to,,,,
,ensure the continued reliability of supply to Queensland and the National Electricity Market.,,,,
●,"$116.4 million for the 300-megawatt, 2-hour Southern Renewable Energy Zone Battery.",,,,
●,$52.9 million to replace and refurbish existing infrastructure at Stanwell Power Station to,,,,
,ensure the continued reliability of supply to Queensland and the National Electricity Market.,,,,
●,$29.7 million for the Future Energy and Innovation Training Hub (FEITH).,,,,
,Energy and Climate,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
DEPARTMENT OF ENERGY AND CLIMATE,,,,,
Capital Grants,,,,,
Regional Economic Futures Fund,Various,"163,750",,"10,000","153,750"
Queensland Business Energy Saving and,Various,"13,000","5,000","8,000",
Transformation Program (QBEST),,,,,
Total Capital Grants,,,,"18,000",
CLEANCO QUEENSLAND LIMITED,,,,,
"Property, Plant and Equipment",,,,,
New Renewables,,,,,
Central Queensland renewable projects,308,,,"91,998",Ongoing
Swanbank Battery Storage,310,"403,394","128,633","274,761",
Sub-total New Renewables,,,,"366,759",
Existing Plant and Offices,,,,,
Wivenhoe major overhauls,310,,,"5,620",Ongoing
,45,,,,
Capital Statement 2024–25,,,,,
Energy and Climate,,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Wivenhoe other projects,310,,,"7,966",Ongoing
Swanbank E major overhauls,310,,,"21,097",Ongoing
Swanbank E other projects,310,,,"4,911",Ongoing
Kareeya Hydro other projects,306,,,"11,595",Ongoing
Barron Gorge Hydro other projects,306,,,"5,737",Ongoing
Koombooloomba Dam other projects,306,,,944,Ongoing
Other corporate projects,305,,,"13,036",Ongoing
Brisbane Office lease,305,"7,531",,"7,531",
Kogan North Gas Fields development,307,"62,416","13,951","6,934","41,531"
Sub-total Existing Plant and Offices,,,,"85,370",
"Total Property, Plant and Equipment",,,,"452,129",
CS ENERGY LIMITED,,,,,
"Property, Plant and Equipment",,,,,
New Renewables and Firming,,,,,
Lotus Creek Wind Farm,312,"1,305,389",,"500,000","805,389"
Brigalow Hydrogen-ready Gas Peaking Plant,307,"642,376","49,140","174,585","418,651"
Boulder Creek Wind Farm,308,"406,901","85,914","174,341","146,647"
Greenbank Battery,311,"325,403","194,000","131,403",
Sub-total New Renewables and Firming,,,,"980,328",
"Callide Power Station enhancements,",308,,,"108,267",Ongoing
"overhauls, refurbishment and rebuild",,,,,
"Kogan Creek Power Station enhancements,",307,,,"25,539",Ongoing
overhauls and refurbishment,,,,,
Upgrade of corporate information technology,305,,,"8,571",Ongoing
systems,,,,,
Callide energy transformational learning hub,308,"2,500",,"2,500",
Kogan Creek Mine developments and,307,,,"1,020",Ongoing
refurbishment,,,,,
"Total Property, Plant and Equipment",,,,"1,126,226",
ENERGY QUEENSLAND LIMITED,,,,,
"Property, Plant and Equipment",,,,,
System augmentation,,,,,
Network augmentation - Cairns,306,,,"24,818",Ongoing
Network augmentation - Darling Downs,307,,,"6,204",Ongoing
Network augmentation - Central Queensland,308,,,"6,204",Ongoing
,46,,,,
Capital Statement 2024–25,,,,,
Energy and Climate,,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Network augmentation - Mackay,312,,,"24,818",Ongoing
Network augmentation - Outback,315,,,"24,818",Ongoing
Queensland,,,,,
Network augmentation - Toowoomba,317,,,"12,409",Ongoing
Network augmentation - Townsville,318,,,"24,818",Ongoing
Network augmentation - Wide Bay,319,,,"12,409",Ongoing
Network augmentation - Brisbane,305,,,"80,144",Ongoing
Network augmentation - Sunshine Coast,316,,,"30,889",Ongoing
Network augmentation - Ipswich,310,,,"11,075",Ongoing
Network augmentation - Gold Coast,309,,,"25,758",Ongoing
Microgrid Pilot Projects,306,,,"4,280",Ongoing
Bells Creek Central - Establish 132/11 kilovolt,316,"109,755","6,705","53,008","50,041"
Zone Substation,,,,,
Cannonvale-Jubilee Pocket 66 kilovolt,312,"52,796","40,370","12,426",
reinforcement,,,,,
Establish 33/11 kilovolt Zone Substation at,314,"22,744","2,388","5,531","14,825"
Petrie,,,,,
System replacements,,,,,
Network replacement - Cairns,306,,,"111,273",Ongoing
Network replacement - Darling Downs,307,,,"27,818",Ongoing
Network replacement - Central Queensland,308,,,"27,818",Ongoing
Network replacement - Mackay,312,,,"111,273",Ongoing
Network replacement - Outback Queensland,315,,,"111,273",Ongoing
Network replacement - Toowoomba,317,,,"55,637",Ongoing
Network replacement - Townsville,318,,,"111,273",Ongoing
Network replacement - Wide Bay - Ergon,319,,,"55,637",Ongoing
Network replacement - Brisbane,305,,,"138,053",Ongoing
Network replacement - Gold Coast,309,,,"40,353",Ongoing
Network replacement - Ipswich,310,,,"20,963",Ongoing
Network replacement - Sunshine Coast,316,,,"38,417",Ongoing
Network replacement - Wide Bay - Energex,319,,,"4,285",Ongoing
Barcaldine Substation Refurbishment,315,"12,590","7,608","4,517",465
Biloela Substation Refurbishment,308,"18,090","1,724","2,942","13,425"
Caboolture Zone Substation Refurbishment,313,"14,018",148,"1,928","11,942"
Cape River Substation Replacement,318,"15,000","3,269","5,363","6,369"
East Bundaberg Substation refurbishment,319,"22,591","7,772","2,470","12,349"
Emerald Comet Substation upgrade,308,"6,730","4,003","1,218","1,508"
,47,,,,
Capital Statement 2024–25,,,,,
Energy and Climate,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Establish 33 kilovolt feeder (Kilcoy to,313,"26,523","17,021","1,838","7,664"
Woodford),,,,,
Establish new Mount Crosby East Substation,310,"22,290","9,776","5,408","7,106"
Childers - Gayndah - line rebuild,319,"82,390","60,894","21,496",
Kilkivan Substation Replacement,319,"35,128","25,240","3,435","6,453"
Establish new Kleinton Substation,317,"16,092","1,093","2,127","12,872"
"Mossman Substation, transmission plant and",306,"45,498","20,452","15,319","9,726"
sections of timber feeder replacement,,,,,
Rebuild Maleny Substation,316,"16,424","5,478","3,270","7,677"
Rebuild Pialba Substation,319,"22,591","12,409","3,801","6,382"
Rebuild Rosewood Substation,310,"12,986","1,763","3,546","7,677"
Replace 11 kilovolt switchgear Nudgee,302,"14,899","10,913","1,473","2,512"
Substation,,,,,
Replace 66 kilovolt outdoor switchgear at,318,"38,250","31,853","5,042","1,355"
Garbutt,,,,,
Replace circuit breakers at Lindum,301,"13,511","1,019","1,238","11,254"
Substation,,,,,
Rockhampton Glenmore Substation,308,"10,158",876,853,"8,428"
Refurbishment,,,,,
Rockhampton South Substation,308,"13,800","1,811","2,781","9,208"
Refurbishment,,,,,
Stradbroke Island Transformer Replacement,301,"12,994","7,233","1,540","4,221"
Tarampa Substation Upgrade,310,"12,105","1,807","1,381","8,917"
Telco Ethernet Replacement Parcel 2,Various,"13,205","1,402","5,327","6,476"
West Toowoomba 11 kilovolt Plant,317,"19,192","14,744","2,242","2,206"
Replacement,,,,,
Network connections,,,,,
Network Connections - Brisbane,305,,,"66,675",Ongoing
Network Connections - Gold Coast,309,,,"14,925",Ongoing
Network Connections - Sunshine Coast,316,,,"20,112",Ongoing
Network Connections - Ipswich,310,,,"7,951",Ongoing
Network Connections - Ergon Energy,Various,,,"126,217",Ongoing
Non-system,,,,,
Tools and equipment – Energex,Various,,,"3,565",Ongoing
Tools and equipment - Ergon Energy,Various,,,"9,304",Ongoing
Vehicles - Energex,Various,,,"53,123",Ongoing
Vehicles - Ergon Energy,Various,,,"86,675",Ongoing
Property program - Ergon funded,Various,,,"30,276",Ongoing
,48,,,,
,Capital Statement 2024–25,,,,,
,Energy and Climate,,,,,
,Statistical,Total,Expenditure,Budget,Post,
,,Area,Estimated,to,2024-25,2024-25
Project,,,,,,
,,Cost,30-06-24,,,
,,$'000,$'000,$'000,$'000,
Property and buildings program - Energex,Various,,,"60,329",Ongoing,
funded,,,,,,
Ergon Energy Cairns operational depot,,306,"51,151","34,823","16,328",
redevelopment,,,,,,
Rocklea depot & training facility,,303,"38,928","6,100","25,447","7,380"
redevelopment,,,,,,
ICT,,,,,,
Digital office capital expenditure - Energy,Various,,,"183,820",Ongoing,
Queensland,,,,,,
Alternative control services,,,,,,
Customer initiated works - Brisbane,,305,,"50,092",Ongoing,
Customer initiated works,- Gold Coast,309,,"10,929",Ongoing,
Customer initiated works - Ipswich,,310,,"6,375",Ongoing,
Customer initiated works - Sunshine Coast,,316,,"20,037",Ongoing,
Customer initiated works,- Wide Bay,319,,"3,643",Ongoing,
Customer initiated works - Ergon Energy,Various,,,"76,496",Ongoing,
Non-regulated,,,,,,
Ergon Energy Retail information,,305,,"8,323",Ongoing,
communications and technology,,,,,,
Metering Dynamics,,305,,"61,948",Ongoing,
Other isolated systems capital work,Various,,,"55,229",Ongoing,
"Yurika infrastructure services - build, own,",Various,,,"7,001",Ongoing,
operate and maintain,,,,,,
Barcaldine Power Station Upgrade,,315,"75,396","8,652","44,483","22,261"
Network Battery Plan,Various,,,"254,663",Ongoing,
Local Renewable Energy Zone pilot,,318,,"10,000",Ongoing,
Isolated Communities Decarbonisation,,315,,"54,794",Ongoing,
"Total Property, Plant and Equipment",,,"2,682,998",,,
POWERLINK QUEENSLAND,,,,,,
"Property, Plant and Equipment",,,,,,
Gladstone South secondary systems,,308,"20,800","12,771","3,300","4,729"
replacement,,,,,,
Ross 275 kilovolt primary plant replacement,,318,"28,800","19,970","4,800","4,030"
Advanced energy management system,,302,"234,000","85,020","40,800","108,180"
replacement,,,,,,
Lilyvale selected primary plant replacement,,308,"39,800","15,522","8,900","15,378"
Dense Wave Division Multiplexing Network,Various,"35,000","30,418","1,200","3,382",
replacement,,,,,,
,,49,,,,
Capital Statement 2024–25,,,,,
Energy and Climate,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Davies Creek to Bayview Heights 275 kilovolt,306,"70,000","28,952","14,200","26,848"
refit,,,,,
Gladstone Transmission Training Hub,308,"90,000","7,047","20,000","62,953"
CopperString 2032,Various,"5,000,000","264,089","712,000","4,023,911"
Calvale to Calliope River 275 kilovolt,308,"464,373","1,830","4,800","457,743"
Transmission Line,,,,,
SuperGrid Stage 1: Halys-Woolooga Easement,319,"193,222","8,284","64,300","120,637"
Acquisition,,,,,
SuperGrid Stage 1: Halys to Borumba,319,"592,560","12,000","36,900","543,660"
Transmission Line,,,,,
SuperGrid Stage 1: Borumba Pumped Hydro,319,"147,645",250,"4,100","143,295"
Energy Storage Connection,,,,,
SuperGrid Stage 1: Borumba to Woolooga,319,"681,680","6,000","4,100","671,580"
Transmission Line,,,,,
Total Non Prescribed Transmission Network,Various,,,"212,370",Ongoing
Connections,,,,,
Total Other Projects,Various,"749,729",,"749,729",
"Total Property, Plant and Equipment",,,,"1,881,499",
QUEENSLAND HYDRO PTY LTD,,,,,
"Property, Plant and Equipment",,,,,
Borumba Pumped Hydro Energy Storage,319,"14,159,006","95,563","935,900 ","13,127,543"
